"country","year","l02","l38","l34","l58","exms_gs","frty","gdp","exp","consump","comp_emp","tax","subs","share_gdp_gerd","nip","c_gross_debt","avg_hicp","img","hh_sr","hh_ir","km","ass_w_h","lexp","wage_pps","share_gdp_pens","pop","ex_eu","ex_rw","im_eu","im_rw","unemp","pov_ratio","army_pers","fdi_share","gdp_gg","gini","edu_exp_tot","infl","army_exp","share_trade","corpt","g_effect","pol_stab","qual","rul_law","voic_acc","h_exp","n_h_bed","rur_pop","urb_pop"
"Estonia",2003,20.6,79.4,54.5,24.8,0.06,1.37,8744.4,1560.6,4713.4,3849.5,1066.3,73.8,0.76,1.8,5.6,64.59,967,-3.23,8.6,53640,56.628,71.9,6.1,5.9,1375190,NA,NA,NA,NA,11.3,2.5,1.19889878926024,10.5149208720017,7.60026518508707,37.2,5.27309989929199,1.33499116549955,1.74304929525979,122.776875234578,0.9227254986763,0.880270600318909,0.894786238670349,1.17419981956482,0.770817875862122,1.0705794095993,4.86138248,5.73,31.011,68.989
"Estonia",2004,20.3,79.7,54,25.6,0.07,1.47,9777.5,1698.8,5291.2,4267.2,1257.7,135.7,0.85,2.4,5.1,66.55,1097,-4.12,10.01,53668,58.907,72.4,6.6,5.9,1366250,NA,NA,NA,NA,10.2,1.1,0.885377547120531,8.94863599334533,6.80400777050136,33.6,4.87674999237061,3.04811107523416,1.6996892247017,129.978208039533,0.982846856117249,0.903343915939331,0.703926205635071,1.22550690174103,0.883017778396606,1.09341907501221,5.11891699,5.64,31.138,68.862
"Estonia",2005,19.9,80.1,52.4,27.7,0.07,1.52,11343.3,1912,6029.3,4921.6,1446.6,152.7,0.92,1.1,4.7,69.29,1436,-2.61,12.33,56918,61.277,73,7.1,5.8,1358850,NA,NA,NA,NA,8,0.8,1.18803470843401,21.6743735548716,9.52642697162088,33.4,4.81026983261108,4.07971423199849,1.4509199321799,135.938816584636,0.994831264019012,0.937840044498444,0.605274677276611,1.24708712100983,0.903708636760712,0.992168545722961,5.0549798,5.38,31.265,68.735
"Estonia",2006,20.6,79.4,52,27.4,0.07,1.58,13568.9,2148.6,7189.6,5900.4,1830.3,188.2,1.11,2.9,4.6,72.37,2234,-1.64,16.58,57480,64.783,73.2,7.7,5.8,1350700,NA,NA,NA,NA,5.9,0.8,1.01010975564002,10.3282677580747,9.76558336997708,33.7,5.85676240921021,4.43762042389213,1.38756206587647,136.643220946677,1.0123438835144,1.14691519737244,0.736678242683411,1.29370141029358,1.12973201274872,1.06822168827057,4.76235056,5.55,31.393,68.607
"Estonia",2007,20,80,52.5,27.5,0.08,1.69,16401.3,2607.8,8414.3,7339.9,2201.7,219.9,1.06,2.7,3.8,77.25,3741,-0.68,15.61,57916,69.706,73.2,9.1,5.7,1342920,NA,NA,NA,NA,4.6,0.4,1.01322695415293,13.5111961567385,7.57914052046765,31.2,4.61990976333618,6.60132603055637,1.65732023639674,133.987601252435,0.967807710170746,1.00763607025146,0.634109556674957,1.32278323173523,1.12227547168732,1.07301092147827,4.98252153,5.48,31.521,68.479
"Estonia",2008,20.4,79.6,51.3,28.3,0.08,1.72,16618.1,3063.9,8654.2,8195.2,2023.2,249.8,1.25,-2.6,4.5,85.45,3671,8.46,9.2,58295,78.315,74.4,10.1,6.9,1338440,7972.8,3060.3,9661,2021,5.5,0.4,1.00566043157199,8.12295909046486,-5.13200095768519,31.9,5.48403978347778,10.3623580313683,1.7671976129674,136.689051143382,0.952435076236725,1.15763688087463,0.571973562240601,1.38836634159088,1.15543973445892,1.09165287017822,5.71727228,5.63,31.649,68.351
"Estonia",2009,19.2,80.8,50.6,30.2,0.08,1.7,14131.9,2901.9,7331.3,7046.9,2075.2,248.7,1.4,-2.2,7.2,85.62,3884,13.09,6.39,58300,85.584,75.3,10.7,8.9,1335740,6318.7,2282.5,6580.8,1319,13.5,0.6,0.791078377723233,9.50590313222057,-14.6290550324223,31.4,5.96005010604858,-0.0784083112809768,1.79905979568072,116.764747673625,1.00068259239197,1.00224792957306,0.567619025707245,1.39269268512726,1.12465858459473,1.08552134037018,6.54903364,5.37,31.777,68.223
"Estonia",2010,18.2,81.8,51.8,30,0.08,1.72,14741.1,2883.7,7518.6,6863.6,2043.9,309.3,1.58,0.2,6.7,87.96,2810,8.98,5.92,58297,90.522,76,10.8,8.7,1333290,8013.4,3049.7,8408.7,1708,16.7,0.8,0.842034355001684,13.2776301644786,2.44426511799784,32,5.51778984069824,2.97204512015694,1.70042562190944,143.678224078619,0.989536285400391,1.07666647434235,0.661366999149323,1.38820207118988,1.15312993526459,1.10565173625946,6.32313585,5.27,31.906,68.094
"Estonia",2011,17.7,82.3,51,31.3,0.09,1.61,16677.3,3062.9,8145.9,7451.6,2270.6,324.7,2.31,1.1,6.2,92.43,3709,9.49,6.21,58372,91.948,76.6,10.7,7.8,1329660,10084.3,4358.9,11269.4,2203.9,12.3,1,0.836223758934869,4.82100708113248,7.26308458128695,32.5,5.01449012756348,4.9819013145361,1.67893330315731,167.391979831694,1.04544830322266,1.06727397441864,0.611041307449341,1.38531708717346,1.17581498622894,1.13372588157654,5.81930256,5.36,32.035,67.965
"Estonia",2012,16.8,83.2,51.1,32.1,0.09,1.56,17916.7,3260,8845.7,7997,2495.6,345.2,2.12,-0.3,9.8,96.33,2639,5.69,6.65,58644,93.337,76.7,11.2,7.6,1325217,10341,5104.6,12411.3,2737.7,10,0.7,0.840760047082563,7.76458523010248,3.22820049358981,32.9,4.71772003173828,3.93339987296985,1.89767278395814,170.759926419412,1.08829832077026,0.945922076702118,0.636465191841125,1.4102840423584,1.15094149112701,1.11192464828491,5.83366966,5.53,32.026,67.974
"Estonia",2013,15.8,84.2,51.9,32.3,0.09,1.52,18910.8,3525.9,9447.9,8530.8,2553.6,314.4,1.72,0.2,10.2,99.46,4109,7.52,7.36,58827,96.624,77.5,11.6,7.6,1320174,11512.4,4480.1,12761.7,2723.3,8.6,0.9,0.845014122757773,4.37152766625212,1.45842863615992,35.1,4.84388017654419,2.78056658954988,1.9089636493344,166.452834530816,1.18153917789459,0.967353165149689,0.748215436935425,1.4392409324646,1.19148790836334,1.11684858798981,6.01667261,5.01,31.878,68.122
"Estonia",2014,17.7,82.3,49.7,32.6,0.09,1.54,20048.2,3755.2,9845.3,9168.9,2780.5,265.7,1.43,0.7,10.6,99.93,3904,9.01,7.79,58984,98.666,77.4,12.2,7.5,1315819,12065.6,4346.9,12934.3,2778.7,7.4,0.8,0.851396512383747,6.689355477049,3.01136658651455,34.6,4.39433002471924,-0.10617514652171,1.92535738573578,160.241474731979,1.2990083694458,1.01201784610748,0.780257880687714,1.67060923576355,1.36998879909515,1.1703360080719,6.36199951,5.01,31.731,68.269
"Estonia",2015,18.3,81.7,49.8,32,0.08,1.58,20631.4,4039,10272.7,9761.1,2967.4,258.5,1.47,0.1,10.1,100,15413,10.35,7.9,58828,100,78,12.5,8,1314870,12168.7,3807.3,12462.9,2701.5,6.4,0.6,0.937133017246176,-3.12556273605922,1.85302004629342,32.7,5.14418983459473,-0.49232600654737,2.0260417420727,150.937189701775,1.25554597377777,1.03646206855774,0.613857269287109,1.65832471847534,1.30043995380402,1.18688273429871,6.64135027,4.96,31.584,68.416
"Estonia",2016,17.3,82.7,49.7,33.1,0.09,1.6,21747.9,4289.7,10834.7,10379.7,3217.5,258.1,1.24,-0.4,10,100.8,14822,10.51,8.6,58936,100.824,78,13.1,7.9,1315944,12612.9,4134.6,13154.5,2808.8,6.9,0.5,0.926094745280534,3.8456728374778,3.15556481438308,31.2,5.15763998031616,0.148684907627373,2.06916436631533,150.408696743733,1.23113560676575,1.05531477928162,0.662796258926392,1.68796372413635,1.1927490234375,1.20804572105408,6.70240974,4.76,31.437,68.563
"Estonia",2017,17.7,82.3,48.7,33.6,0.09,1.59,23833.6,4589.7,11579.5,11317.7,3394.3,292.6,1.28,-0.5,9.1,104.48,17616,11.84,9,58974,103.6,78.4,13.6,7.6,1315635,13456.4,4611.8,14060.8,3040.7,5.8,0.3,0.860139830065041,6.44685216619255,5.79204467466494,30.4,4.96131992340088,3.41723549488054,2.00976650859972,147.563722396444,1.20257091522217,1.07227087020874,0.642369627952576,1.63365566730499,1.24759435653687,1.21444833278656,6.59727049,4.69,31.283,68.717
"Estonia",2018,17.9,82.1,48,34.1,0.09,1.67,25932.2,4960.6,12567.5,12464.5,3624.5,311,1.41,-0.6,8.2,108.05,17547,12.64,8.71,59008,106.904,78.5,15.2,7.7,1319133,14505.5,4768.3,15097.7,3468.8,5.4,0.2,0.954372450258678,4.02406402395405,3.78420084952826,30.3,5.23997020721436,3.43632688420446,2.0090871203263,145.920296083136,1.46872520446777,1.15059268474579,0.580257713794708,1.54483294487,1.20360350608826,1.19011688232422,6.72095728,4.57,31.12,68.88
"Estonia",2019,17.1,82.9,48.2,34.7,0.09,1.66,27951,5433,13488,13583.3,4001.7,321.9,1.62,0.1,8.5,110.5,18259,12.17,9.34,59067,114.23,79,16.1,7.8,1324820,14868.2,5636.6,15635.8,3733.2,4.5,0.6,0.999551629697536,9.82202103786608,3.73970668161645,30.8,5.29571008682251,2.27725931243522,2.04936301781519,143.754530253766,1.52543818950653,1.13979399204254,0.630106985569,1.58012461662292,1.24315118789673,1.17932105064392,6.82277584,NA,30.949,69.051
"Estonia",2020,16.8,83.2,48.1,35.2,0.1,1.58,27430,5713.6,13168,13814.7,3701.3,692.1,1.75,-5.4,18.6,109.8,16209,13.95,10.14,58986,118.448,78.9,17.5,8.7,1328976,12889.2,6095.3,15082.9,4053.5,7,0.3,0.999662970769855,11.5283223292594,-0.55100125774716,30.7,5.51992988586426,-0.44453109767983,2.29382997058163,138.466338699949,1.58086550235748,1.29915964603424,0.709752976894379,1.52953481674194,1.33646464347839,1.16753268241882,7.75206661,NA,30.771,69.229
"Estonia",2021,16.7,83.3,47.3,36,0.11,1.61,31169,6233.3,14990.7,15064.4,4264.3,583.4,1.77,-2.5,17.8,114.72,19524,7.93,9.87,89171,NA,77.2,17,8.1,1330068,17064.1,7955,19268.9,6062.8,6.2,NA,NA,19.7929374342735,8.01346292400842,NA,5.91065263748169,4.65316673847473,2.01304423406157,156.958049144547,1.50684297084808,1.34501802921295,0.74846613407135,1.54799437522888,1.38953363895416,1.18000292778015,7.46633816,NA,30.585,69.415
"Estonia",2022,16.9,83.1,46.5,36.7,0.1,NA,36011.1,7030.3,17933,17125.9,4864.2,652.8,1.78,-1,18.5,137.03,NA,0.01,10.79,89382,NA,78.2,16.9,NA,1331796,21777.3,9113.7,24294,6787.7,5.6,NA,NA,4.0159857911623,-1.28741134050431,NA,NA,19.3982634080616,2.08666579059428,171.56748086042,1.54468286037445,1.34313404560089,0.723720729351044,1.5589644908905,1.42638909816742,1.19773054122925,NA,NA,30.391,69.609
"Finland",2000,31.1,68.9,41.8,27.1,0.68,1.73,136442,26930,62511,63299,18424,2807,3.24,6.9,45.1,76.79,16895,7.86,12.21,101892,82.999,77.8,16.4,10.2,5171302,NA,NA,NA,NA,11.1,0,1.35881715547307,10.714265643958,5.7733624584817,27.2,5.70930004119873,3.04210080667795,1.24114750368778,74.8948271060231,2.36823558807373,2.02971863746643,1.72011208534241,1.78254592418671,1.95340764522552,1.59303331375122,7.09253168,7.54,17.817,82.183
"Finland",2001,30.9,69.1,42.2,27,0.68,1.73,144628,28818,65849,66893,18742,2817,3.19,5,43.4,78.84,18955,8.11,10.93,102273,84.091,78.2,16.7,10.2,5181115,NA,NA,NA,NA,10.3,NA,1.3580654702647,2.48948733398858,2.61001912392074,NA,5.84025001525879,2.57844080098896,1.14451283258445,70.2768481898388,NA,NA,NA,NA,NA,NA,7.25090456,7.46,17.632,82.368
"Finland",2002,29.9,70.1,43.2,26.9,0.69,1.72,148486,30629,68585,69012,19714,2835,3.25,4.1,42.6,80.42,18113,8.35,10.56,102362,84.745,78.3,16.9,10.6,5194901,NA,NA,NA,NA,10.4,NA,1.33302064004852,5.76518399300031,1.70714896198065,NA,6.01677989959717,1.5712201278938,1.15463722865486,69.2994625755964,2.36900973320007,2.09640264511108,1.7531840801239,1.81565344333649,1.90388894081116,1.55290365219116,7.62769508,7.35,17.497,82.503
"Finland",2003,29,71,43.5,27.5,0.69,1.76,151749,32014,72048,70680,20797,2843,3.3,2.4,45.1,81.46,17838,8.03,11.24,102742,86.215,78.6,17.3,10.8,5206295,NA,NA,NA,NA,10.5,0,1.14865898833291,3.47526038641381,2.00378420285061,27.7,6.16743993759155,0.877440386254785,1.44685726264926,68.0558026741527,2.3741238117218,2.19400310516357,1.6870174407959,1.82632374763489,1.95863425731659,1.57245707511902,7.9380517,7.24,17.362,82.638
"Finland",2004,27.8,72.2,43.9,28.3,0.67,1.8,158758,33632,74849,73624,21117,2905,3.31,2.2,44.9,81.58,20333,8.95,12.11,103212,87.214,79,18.3,10.7,5219732,NA,NA,NA,NA,10.4,0,1.18667554759335,3.43179887742407,3.99209129032087,27.9,6.15757989883423,0.187120559084418,1.47016356457354,70.960203580292,2.41011142730713,2.14761972427368,1.61962687969208,1.78043079376221,1.93988859653473,1.78360843658447,8.05912876,7.1,17.228,82.772
"Finland",2005,27,73,44.5,28.6,0.64,1.8,164687,35262,77979,77395,22040,2929,3.32,2.7,42.1,82.21,21355,7.51,13.17,103709,88.019,79.1,19,10.7,5236611,NA,NA,NA,NA,8.4,0.1,1.17753595663021,5.30433190858078,2.77985055556123,27.6,6.02507019042969,0.623874450025191,1.46451773981136,76.579207830612,2.3147189617157,2.12453174591064,1.59494686126709,1.66158723831177,1.95094156265259,1.68709695339203,8.28795624,7.05,17.095,82.905
"Finland",2006,26.2,73.8,44.8,29,0.63,1.84,172897,36863,82154,81338,23016,3064,3.33,4,40.2,83.26,22451,6.23,13.62,104191,88.211,79.5,19.6,10.6,5255580,NA,NA,NA,NA,7.7,0.1,1.20294465815508,2.13678262162868,4.02740965802573,28,5.92838001251221,1.56666380704386,1.44240186243663,81.9834930623435,2.45411086082459,2.1676173210144,1.50111103057861,1.60181975364685,1.95951342582703,1.4940721988678,8.2841177,6.99,16.963,83.037
"Finland",2007,25.4,74.6,44.6,30,0.66,1.83,187072,38849,86608,85895,23825,3118,3.34,5.1,36,84.57,26029,6.9,13.81,104903,88.564,79.6,20.5,10.3,5276955,NA,NA,NA,NA,6.9,0.1,1.19085098955996,8.57302514110282,5.29933650739021,28.3,5.67125988006592,2.5106656524034,1.28752050624668,82.8574024974341,2.38947749137878,1.96812081336975,1.48869705200195,1.54888129234314,1.89684998989105,1.4602267742157,8.08359432,6.73,16.832,83.168
"Finland",2008,25.1,74.9,44.6,30.2,0.66,1.85,194265,41893,91323,91570,24267,3298,3.54,4.2,34.7,87.89,29114,7.16,12.38,104768,88.764,79.9,21.6,10.3,5300484,46044,41181,49974,30227,6.4,0.1,1.17823534220005,6.79228430535503,0.783995060876521,27.8,5.83010005950928,4.06595355358379,1.39093940428535,86.184335829923,2.32084584236145,2.04124021530151,1.44586837291718,1.61093139648438,1.91038119792938,1.46308124065399,8.34310627,6.57,16.701,83.299
"Finland",2009,24.4,75.6,44.7,30.9,0.58,1.86,181747,43742,90063,90508,23531,3309,3.73,-2.5,44.1,89.32,26699,10.81,10.34,105714,93.251,80.1,22.1,12,5326314,33434,32142,40138,21733,8.2,0.1,0.931633359689322,-3.48162112393045,-8.0744474323113,27.5,6.45955991744995,-9.17360384430342e-07,1.56074235593355,70.1233032732315,2.24071860313416,2.22546005249023,1.45967149734497,1.80945932865143,1.9625688791275,1.46526706218719,9.16122341,6.25,16.571,83.429
"Finland",2010,23.6,76.4,44.8,31.6,0.51,1.87,188143,44564,94110,91966,24378,3434,3.71,-2.5,50.1,90.83,25636,10.41,11.69,105068,94.589,80.2,22.4,12.1,5351427,35942,36332,44303,25404,8.4,0.1,0.932538015626313,4.89968635862389,3.18595865407703,27.7,6.50444984436035,1.18413523154646,1.49175815960034,75.4644073922495,2.15166974067688,2.22388696670532,1.42360687255859,1.87310171127319,1.96125268936157,1.48671269416809,9.14202785,5.85,16.23,83.77
"Finland",2011,22.9,77.1,44.6,32.5,0.48,1.83,197998,46255,100199,96454,27371,3496,3.62,-1,51.9,93.85,29481,8.45,12.24,106322,94.767,80.6,22.9,11.9,5375276,39942,37080,48979,29585,7.8,0,0.928201049832515,-2.179936953365,2.54766483842627,27.6,6.44504976272583,3.41680754255211,1.48940898392913,78.5795816119355,2.1919150352478,2.23519229888916,1.39347100257874,1.81332981586456,1.93953800201416,1.50755143165588,9.22303009,5.52,15.687,84.313
"Finland",2012,21.8,78.2,45.4,32.8,0.44,1.8,201037,48444,103488,99871,28320,3513,3.4,-2.2,57.7,96.81,31278,8.03,12.18,106228,95.746,80.7,23.2,12.4,5401267,40296,37723,52260,28883,7.7,0.1,0.925660912635012,1.90912917463228,-1.39754572817782,27.1,7.14803981781006,2.80833622561574,1.52658465854544,79.170500952561,2.22684669494629,2.2103111743927,1.40076518058777,1.8215891122818,1.94403350353241,1.60069715976715,9.5857954,5.3,15.159,84.841
"Finland",2013,20.8,79.2,45.6,33.6,0.44,1.75,204321,50133,105536,100700,29473,3484,3.27,-2.5,60.6,98.96,31941,8.52,11.53,78093,97.76,81.1,23.1,12.9,5426674,41362,36316,54135,25706,8.2,0.1,0.93063112797332,-1.81391357891476,-0.901696316194844,27.2,7.12404012680054,1.4782861568881,1.53386093450991,77.0938865804298,2.20017123222351,2.18119192123413,1.38517248630524,1.84167218208313,1.95565962791443,1.57370555400848,9.80534649,4.87,14.875,85.125
"Finland",2014,20.1,79.9,45.2,34.7,0.42,1.71,206897,50705,107567,100938,29727,3546,3.15,-3,64.5,100.16,31507,7.77,10.92,106809,99.063,81.3,23.2,13.3,5451270,39953,35526,52504,25354,8.7,0.1,0.929272338870681,6.37721739347512,-0.364908156882066,26.8,7.10236978530884,1.04119621178439,1.45193018748459,74.1127227557674,2.15947580337524,2.02586197853088,1.28219723701477,1.87765765190125,2.1247820854187,1.54194664955139,9.78115082,4.53,14.825,85.175
"Finland",2015,19.2,80.8,45.3,35.5,0.39,1.65,211385,51545,109976,102084,29913,3581,2.87,-2.4,68.3,100,28746,7.3,10.55,105118,100,81.6,23.6,13.2,5471753,40725,34120,54429,21618,9.4,0.1,0.922283024584584,7.4552555059125,0.543659211765487,27.1,7.03208017349243,-0.207928839905268,1.44996097168673,71.3825484305887,2.21577143669128,1.84421217441559,1.02799820899963,1.8257349729538,2.05311393737793,1.54360699653625,9.64523888,4.35,14.775,85.225
"Finland",2016,18.6,81.4,45.5,35.9,0.4,1.57,217518,51489,112902,103757,31360,3505,2.72,-1.7,68,100.39,34905,6.69,11.63,106607,100.858,81.5,23.7,13.4,5487308,41929,33790,57133,21365,8.8,0,0.898016163548782,2.1281913787807,2.81145776663433,27.1,6.85153007507324,0.356684500891695,1.41965262644931,70.8985003539937,2.18605208396912,1.84277081489563,0.982591867446899,1.80655252933502,2.00816488265991,1.53178548812866,9.37796021,3.97,14.725,85.275
"Finland",2017,18.4,81.6,45.2,36.4,0.42,1.49,226301,51568,115079,104558,31861,3465,2.73,-0.7,66,101.23,31797,7.11,12.19,107554,101.681,81.7,23.7,13.3,5503297,47642,37333,61236,23635,8.6,0.1,0.920382835081018,6.70809995996687,3.19240962968416,27.4,6.36311006546021,0.754015047084346,1.35129760805299,75.053137193384,2.16156053543091,1.97704017162323,1.06380665302277,1.81183922290802,2.02343678474426,1.55936217308044,9.12670135,3.28,14.675,85.325
"Finland",2018,17.7,82.3,45.1,37.3,0.42,1.41,233462,53466,118681,108633,33251,3353,2.76,-0.9,64.8,102.42,31106,7.4,12.62,108034,100.846,81.8,24,13.3,5513130,50149,39661,65600,27139,7.4,0.1,0.916426286597047,-3.83438230194276,1.1397180134305,27.3,6.27557992935181,1.08382098409305,1.36253437390239,78.1921683186129,2.17132115364075,2.0138726234436,0.891700327396393,1.77911019325256,2.0346474647522,1.58888149261475,9.04490948,3.61,14.618,85.382
"Finland",2019,16.9,83.1,44.6,38.5,0.43,1.35,239858,55619,120852,112001,34036,3366,2.8,-0.9,64.9,103.58,32758,8.62,12.36,108637,101.588,82.1,24.3,13.3,5517919,54647,41010,67144,28139,6.7,0,0.978666874482349,5.81407868801805,1.22474892206223,27.7,6.41695022583008,1.02409392963431,1.35371761625629,79.605433214652,2.11400508880615,1.97287130355835,0.835154116153717,1.84047222137451,2.01298141479492,1.56277894973755,9.17165565,NA,14.554,85.446
"Finland",2020,15.9,84.1,44.2,39.8,0.44,1.37,238038,57727,116527,110527,33520,5082,2.91,-5.6,74.7,103.98,32898,12.71,12.03,NA,105.511,82,24.8,13.9,5525292,43161,42026,59016,25991,7.8,0,0.799688557656273,-0.914938441590278,-2.35496515679442,27.1,6.6349401473999,0.290554555653239,1.42582276779338,71.4986682798545,2.17063069343567,1.90141117572784,0.981748819351196,1.85089826583862,2.0209972858429,1.60945093631744,9.61349583,NA,14.483,85.517
"Finland",2021,18.2,81.8,46.3,35.5,0.42,1.46,250664,61682,123189,117796,35164,4801,2.99,-2.8,72.5,106.12,36364,11.1,12.14,NA,104.809,81.9,26.2,13.4,5533793,51480,47476,67915,30957,7.7,NA,NA,8.04283843949165,3.17092861953763,NA,5.69380855560303,2.19457432340007,1.26152989821883,78.8401222685844,2.23821711540222,1.92068529129028,0.963134944438934,1.88712561130524,2.01348161697388,1.60982477664948,NA,NA,14.404,85.596
"Finland",2022,18.1,81.9,46,35.9,0.41,NA,268411,64464,132678,125509,36997,3830,2.95,-0.8,73.3,113.74,NA,8.15,12.65,NA,104.063,81.2,27.1,NA,5548241,64689,57005,84584,43534,6.8,NA,NA,3.23074954514405,1.60180197317791,NA,NA,7.12350773301402,1.72168290261653,92.9896331590017,2.24697780609131,1.75512683391571,0.891491711139679,1.77915287017822,1.95837247371674,1.60161948204041,NA,NA,14.319,85.681
"France",2000,40.1,59.9,40.1,19.8,4.96,1.89,1478585,330107,769394,751506,229386,30069,2.09,-1.3,58.9,78.23,NA,13.52,9.22,979330,96.461,79.2,20,12.7,60545022,257436,165365,237563,165592,10.2,0,1.41176383576597,3.03074697177105,3.92366922704063,32.6,5.60021924972534,1.67595988720927,2.08501824480333,55.8612457180345,1.32172358036041,1.63705730438232,0.785089075565338,0.914936780929565,1.43230748176575,1.18298661708832,9.58447742,7.97,24.129,75.871
"France",2001,39.1,60.9,40.2,20.7,5.14,1.9,1538200,340587,803563,785431,231762,31903,2.14,-1.4,58.3,79.62,NA,14.18,9.05,987014,97.302,79.3,21.1,12.7,60979315,260277,174509,242334,168265,8.6,0,1.35135140012674,3.63966078420369,1.98372141863292,32.5,5.61780023574829,1.63478079549602,2.03069528996546,54.9593680925757,NA,NA,NA,NA,NA,NA,9.7056284,7.83,23.873,76.127
"France",2002,38.3,61.7,40.2,21.5,5.22,1.88,1587829,360773,826734,817774,239602,34376,2.17,-3.2,60.3,81.16,NA,15.15,9.18,984131,99.761,79.4,22.3,12.7,61424036,263953,173193,243311,162236,8.7,0,1.29033721454499,3.43347287145825,1.13553148214601,31.8,5.78097534179688,1.92341228727061,2.04625799037992,53.0720247583335,1.19158518314362,1.54408168792725,0.924183249473572,0.975888848304749,1.21287262439728,1.15434229373932,10.02218628,7.71,23.62,76.38
"France",2003,37,63,40.8,22.2,5.22,1.89,1630666,377392,854281,841720,244915,34703,2.12,-4,64.4,82.93,NA,14.48,9.47,987622,100.063,79.3,22.3,12.8,61864088,260181,165618,239986,162559,8.3,0.2,1.25922960444607,2.29600283284986,0.823160756684118,31.4,5.76206302642822,2.09847219146923,2.0956804128006,50.7978335232353,1.30575609207153,1.6510945558548,0.179551064968109,1.21546447277069,1.33328890800476,1.12266278266907,10.08283424,7.55,23.368,76.632
"France",2004,36.3,63.7,41,22.7,4.95,1.92,1704019,392686,890131,871163,259112,33729,2.09,-3.6,65.9,84.86,NA,14.62,9.81,992000,98.346,80.3,22.4,12.8,62292241,283103,167931,264580,169197,8.9,0,1.24399727877333,1.67993859132812,2.82975292869891,30.6,5.54923391342163,2.14208964640241,2.10435083527246,51.9250078784333,1.31116378307343,1.75563025474548,0.345115303993225,1.21646451950073,1.42519283294678,1.45645833015442,10.16429329,7.39,23.117,76.883
"France",2005,35.5,64.5,41.1,23.4,4.62,1.94,1765905,407342,928811,903162,271315,33587,2.05,-3.4,67.4,86.47,NA,13.69,10.22,NA,97.958,80.3,23.6,13,62772870,295488,181891,293222,182648,8.5,0,1.23721119088194,3.87524735138074,1.66321998030079,29.8,5.47005081176758,1.74586936380482,2.02370691892637,53.9807067764121,1.3575382232666,1.66645479202271,0.399723917245865,1.24496161937714,1.40783047676086,1.476771235466,10.2148447,7.22,22.87,77.13
"France",2006,35,65,41.1,24,4.41,2,1848151,420624,968745,942012,281581,34651,2.05,-2.4,64.6,88.1,301544,14.36,10.71,1003177,97.589,80.9,24.5,13.1,63229635,312811,203471,314030,206564,8.5,0,1.21260737612625,3.40253485643684,2.44932360111885,29.7,5.47531032562256,1.67512449608723,1.97509829987374,56.1034244496256,1.45506083965302,1.62847626209259,0.595505774021149,1.23982167243958,1.46217286586761,1.29872286319733,10.38566494,7.11,22.623,77.377
"France",2007,34,66,41.6,24.4,4.36,1.98,1941360,435508,1014914,979930,292005,36133,2.02,-2.6,64.5,89.52,293980,14.84,10.89,1016225,95.225,81.3,24.7,13.1,63645065,330161,210572,338459,216140,7.7,0,1.19835562523746,3.14883387347586,2.42473624337305,32.4,5.30452871322632,1.4879980595386,1.90752863357749,56.420756583014,1.45600175857544,1.46457493305206,0.563000798225403,1.28756642341614,1.45637440681458,1.2597668170929,10.31564426,7.06,22.379,77.621
"France",2008,33,67,42.3,24.8,4.25,2.01,1992380,449532,1048976,1010192,295410,38283,2.06,-3.3,68.8,92.34,296608,14.81,10.75,1016749,93.889,81.4,24.9,13.3,64007193,331430,228815,348280,235043,7.1,0,1.18972200173794,2.32049138897663,0.254945960124005,33,5.40407991409302,2.81286194914787,1.89707589581907,57.3970828857949,1.39503479003906,1.57403433322906,0.543759167194366,1.28425264358521,1.49627375602722,1.30479431152344,10.50084686,6.9,22.132,77.868
"France",2009,32.4,67.6,41.8,25.9,4.27,2,1936422,466306,1034198,1013013,290999,43523,2.21,-7.2,83,92.44,296970,16.12,9.29,1030010,97.379,81.5,25.4,14.3,64350226,277549,203372,294838,201407,8.7,0,1.14284402323125,0.682106491646852,-2.87331382849631,32.7,5.73407077789307,0.0876204781574552,2.09814733452729,50.462450850073,1.4299693107605,1.47705447673798,0.512012898921967,1.21470284461975,1.44575703144073,1.24453508853912,11.28756237,6.66,21.883,78.117
"France",2010,31.9,68.1,41.9,26.2,3.83,2.03,1995289,478655,1064883,1040212,295417,45341,2.18,-6.9,85.3,94.05,307111,15.96,9.3,1038725,97.404,81.8,26.3,14.4,64658856,307900,226604,329417,230850,8.9,0.1,1.13903014614268,1.47019572697397,1.94943762312663,33.7,5.65859603881836,1.53112270420926,1.96941935275241,54.8677910818934,1.48775613307953,1.46266102790833,0.681087553501129,1.31016075611115,1.49973154067993,1.20285654067993,11.22560215,6.43,21.631,78.369
"France",2011,31.2,68.8,42,26.7,3.73,2.01,2058369,488750,1090695,1068929,312820,43695,2.19,-5.2,87.8,96.2,319816,15.58,9.45,1039105,95.989,82.3,26.8,14.5,64978721,342804,242212,362824,262287,8.8,0,1.10634829142862,1.54287540837324,2.19270063266654,33.3,5.48298311233521,2.11159795174994,1.89140621361087,58.7905764224005,1.53777325153351,1.39230680465698,0.602992832660675,1.15604257583618,1.42973482608795,1.17066836357117,11.18497562,6.36,21.378,78.622
