"country","year","l02","l38","l34","l58","exms_gs","frty","gdp","exp","consump","comp_emp","tax","subs","share_gdp_gerd","nip","c_gross_debt","avg_hicp","img","hh_sr","hh_ir","km","ass_w_h","lexp","wage_pps","share_gdp_pens","pop","ex_eu","ex_rw","im_eu","im_rw","unemp","pov_ratio","army_pers","fdi_share","gdp_gg","gini","edu_exp_tot","infl","army_exp","share_trade","corpt","g_effect","pol_stab","qual","rul_law","voic_acc","h_exp","n_h_bed","rur_pop","urb_pop"
"Austria",2000,NA,NA,NA,NA,1.08,1.36,213606.5,41054.6,111403.2,103350.7,32022.3,5311.9,1.89,-2.4,66.1,75.02,81676,NA,NA,104997,80.094,78.3,17.7,13.9,8002186,NA,NA,NA,NA,4.7,0,1.03851319783599,4.30890039482994,3.37572214708479,29,5.58880996704102,2.34486285357282,0.98031858008593,85.3604956179232,1.7510586977005,1.84726524353027,0.822056412696838,1.47547554969788,1.81233263015747,1.31755948066711,9.20371342,7.95,39.787,60.213
"Austria",2001,NA,NA,NA,NA,1.16,1.33,220525.1,41847.2,115508.2,105587.8,32887.8,5115.7,1.99,-0.7,66.7,76.74,89928,NA,NA,104986,81.992,78.8,17.7,13.9,8020946,NA,NA,NA,NA,4,NA,0.888117931794083,2.88059839258097,1.26716818922992,NA,5.57547998428345,2.65000077279528,0.908240040709509,87.5366647639352,NA,NA,NA,NA,NA,NA,9.26942921,7.85,40.066,59.934
"Austria",2002,NA,NA,NA,NA,1.21,1.39,226735.2,42714,117323.8,107563.4,34020.2,5186.6,2.07,-1.4,66.7,78.04,108125,NA,NA,105073,83.726,78.9,18.4,13.9,8063640,NA,NA,NA,NA,4.9,NA,0.871263294004777,0.0645287981478418,1.65155392186669,NA,5.52213001251221,1.81035787764127,0.88352783657309,86.9481679996606,1.91515922546387,1.88022816181183,1.35895538330078,1.5380562543869,1.85791265964508,1.30749690532684,9.3947649,7.81,40.345,59.655
"Austria",2003,NA,NA,NA,NA,1.26,1.38,231862.5,44006.7,121223.7,109988.6,34425.6,5744.9,2.17,-1.8,65.9,79.05,111869,NA,NA,105040,85.301,78.8,19.1,14.1,8100273,NA,NA,NA,NA,4.8,0.3,0.861920143846002,2.36204525540375,0.941470920725337,29.5,5.36183023452759,1.35555370896452,0.913640318789259,86.3873824162825,1.96386861801147,1.93046128749847,0.962002456188202,1.53713607788086,1.84791743755341,1.34388208389282,9.5472393,7.73,40.625,59.375
"Austria",2004,24.7,75.3,59.8,15.4,1.26,1.42,242348.3,45782.9,126174.9,112760.5,35623.2,5812.1,2.17,-4.8,65.2,80.6,122547,NA,NA,105530,86.299,79.3,19.5,13.8,8142573,NA,NA,NA,NA,5.8,0.1,0.994979689658181,1.05608551598741,2.73512022241023,29.8,5.30243015289307,2.06120618032862,0.893480466242935,90.7923456929297,2.02662444114685,1.84377062320709,1.08964920043945,1.51410281658173,1.81666433811188,1.47565114498138,9.70939922,7.73,40.906,59.094
"Austria",2005,24.5,75.5,60.5,15,1.21,1.41,254075,49154.1,132206.2,116392.7,36603,5385.2,2.37,-2.5,68.6,82.3,114465,NA,NA,105663,87.97,79.5,20,13.6,8201359,NA,NA,NA,NA,5.6,0.2,0.988526420963482,25.6558278307872,2.24406532463878,28.7,5.24937009811401,2.29913785639285,0.850142574026263,94.0338056833054,1.91242349147797,1.67952907085419,1.10395002365112,1.60495746135712,1.84724950790405,1.37865650653839,9.62702942,7.69,41.187,58.813
"Austria",2006,25,75,60.3,14.7,1.18,1.41,267824.5,51578.4,137812.9,122008.5,37496.9,5498.7,2.36,-2.5,67.3,83.69,98535,NA,NA,105573,88.812,80.1,20.7,13.5,8254298,NA,NA,NA,NA,5.3,0.1,0.972134730096514,3.1225333500469,3.45404183614122,29.6,5.22652006149292,1.4415485111902,0.785813244459197,98.0883112053436,1.90487694740295,1.82738518714905,1.07445085048676,1.64441108703613,1.8997688293457,1.37268495559692,9.5311327,7.66,41.468,58.532
"Austria",2007,25.4,74.6,60,14.6,1.23,1.38,283978,53231.1,142646.4,128163.3,39395.6,5322.4,2.42,-1.4,65,85.53,72862,NA,NA,106855,89.444,80.3,21,13.2,8282984,NA,NA,NA,NA,4.9,0.4,0.83308301172362,17.6948460131618,3.72741530093519,30.6,5.14690017700195,2.16855528800749,0.90045717278703,100.733254061926,2.00334525108337,1.86356592178345,1.284419298172,1.69116389751434,1.94182562828064,1.36926245689392,9.53209686,7.75,41.751,58.249
"Austria",2008,24.6,75.4,60.4,15,1.2,1.42,293761.9,56614.2,146896.3,134924.7,41117.3,5720.4,2.57,-1.5,68.7,88.29,73772,NA,NA,106817,89.809,80.6,21.6,13.4,8307989,117496.1,38928.8,107404,36024.7,4.1,0.5,0.824821567528613,1.45842274091571,1.4604236757386,30.4,5.26395988464355,3.21595033239886,0.870705123070585,102.073682731706,1.8287581205368,1.77165818214417,1.33927059173584,1.60645174980164,1.91069889068604,1.35846436023712,9.72564602,7.69,42.034,57.966
"Austria",2009,23.8,76.2,60.2,16,1.18,1.39,288044,59579.6,148384.6,136194.1,41483.3,5964.6,2.6,-5.3,79.9,88.64,69295,NA,NA,108510,93.869,80.5,22.2,14.3,8335003,93424.2,36793,89619.2,30941.1,5.3,0.7,0.60439810466355,3.55936613543504,-3.76457817791677,31.5,5.73024988174438,0.506308827696515,0.833379564692924,87.0622309742796,1.69403409957886,1.66273927688599,1.19087398052216,1.4500185251236,1.77744269371033,1.39284467697144,10.22582531,7.68,42.317,57.683
"Austria",2010,23.2,76.8,60.5,16.2,1.06,1.44,295896.6,60636.8,152497.1,138878.1,42625.9,5814.6,2.73,-4.4,82.7,90.14,70978,NA,NA,112871,94.573,80.7,22.5,14.5,8351643,114564.2,37118.9,105184,36129.2,4.8,0.5,0.598659883187182,-5.61017631479876,1.83709367680054,30.3,5.70047998428345,1.81353438995062,0.821232711530621,99.0197962369563,1.59612202644348,1.81252110004425,1.15264821052551,1.4505158662796,1.80120265483856,1.43029069900513,10.22101879,7.65,42.601,57.399
"Austria",2011,23.1,76.9,60.6,16.3,1.03,1.43,310128.7,61705,159576,144318.2,44893.8,5700.6,2.67,-2.6,82.4,93.35,82230,NA,NA,122788,94.059,81.1,22.9,14.2,8375164,124690.7,42619.6,117747.9,40895.7,4.6,0.4,0.536645130078163,5.32423673714992,2.92279728368581,30.8,5.59226989746094,3.2865791487538,0.790897558452031,105.102788629725,1.47028934955597,1.60288524627686,1.19352161884308,1.37697684764862,1.79896306991577,1.40244364738464,10.02613258,7.68,42.885,57.115
"Austria",2012,22.4,77.6,60.8,16.9,0.96,1.44,318653,63286.7,164097.2,150324.4,46779,5939.6,2.91,-2.2,81.9,95.75,91557,14.6,8.42,122400,95.677,81.1,24.1,14.4,8408121,129591.8,42396.9,119799.1,43282.8,4.9,0.6,0.520585265701696,1.27469393348716,0.680445576816723,30.5,5.48040008544922,2.48567562177015,0.778464250647036,105.152177427838,1.42725443840027,1.56018972396851,1.34056687355042,1.51716470718384,1.85712373256683,1.44877302646637,10.19915581,7.67,42.853,57.147
"Austria",2013,22.2,77.8,60.2,17.7,0.98,1.44,323910.2,64509.8,167274.1,154509.2,47306.8,5661.1,2.95,-2,81.3,97.77,101866,13.04,8.55,122868,97.522,81.3,24.7,14.7,8451860,130069.8,43032,123453.1,40526.9,5.4,0.3,0.508682647591444,0.104862185985247,0.0255047121972183,30.8,5.54711008071899,2.00015616900597,0.750825383084571,104.066414086373,1.53724098205566,1.57191109657288,1.36410057544708,1.48221373558044,1.83403825759888,1.45656740665436,10.28574848,7.64,42.664,57.336
"Austria",2014,20.3,79.7,52.4,27.4,0.99,1.46,333146.1,65972.4,170934.9,158788.9,48186.9,5750.8,3.08,-2.7,84,99.2,116262,13.05,8.28,122872,98.382,81.6,25.1,14.8,8507786,133980.4,43874.9,126074.9,40887.7,5.6,0.2,0.506204150559063,0.386858115054066,0.661272848852605,30.5,5.44761991500854,1.60581182954474,0.747780095379783,103.503535251069,1.46674907207489,1.55362224578857,1.27070045471191,1.48217010498047,1.93850040435791,1.3913494348526,10.36809158,7.58,42.474,57.526
"Austria",2015,19.6,80.4,52.3,28.1,0.96,1.49,344269.2,68033.4,173921,163660.9,49906.5,5253.2,3.05,-1,84.9,100,166323,12.72,8.32,122869,100,81.3,26,14.6,8584926,134122.8,48646.5,127668.1,42188.4,5.7,0.7,0.474756834441507,-2.08805653898309,1.01450158590511,30.5,5.45658016204834,0.89656333526032,0.698116413133988,102.42731538918,1.47238004207611,1.45145058631897,1.12933051586151,1.3904470205307,1.81485080718994,1.3835529088974,10.36746693,7.54,42.285,57.715
"Austria",2016,19.6,80.4,51.5,28.9,1,1.53,357608,70273.9,179350.4,170081.4,51724.7,6348.8,3.12,-1.5,82.8,100.97,129509,13.64,8.23,131878,99.256,81.8,26.2,14.3,8700471,138278.6,49130.8,132450.4,41260.1,6,0.7,0.489157090615914,-7.31091695803709,1.98943716230463,30.8,5.4796199798584,0.891591752655362,0.729737691793485,100.982078278741,1.49696803092957,1.47535490989685,0.8921759724617,1.42889010906219,1.76159679889679,1.33747661113739,10.3522625,7.42,42.095,57.905
"Austria",2017,19.3,80.7,51,29.7,0.98,1.52,369361.9,71985.9,186015.5,176086.1,52795.3,6208.1,3.06,-0.8,78.5,103.22,111801,12.97,8.68,136977,99.698,81.7,26.6,14.1,8772865,151208.9,48435.5,143471.8,44487.9,5.5,0.3,0.455671416643377,3.23990497953366,2.25857243250671,29.7,5.37159013748169,2.08126911385587,0.757279033702098,104.938844932748,1.50046288967133,1.46740829944611,1.02962338924408,1.42753410339355,1.79901742935181,1.38591921329498,10.38402557,7.37,41.906,58.094
"Austria",2018,18.9,81.1,51,30.1,1,1.47,385274.1,74509.6,191859.1,185126.8,54038.1,6894.4,3.09,0.2,74.1,105.41,105633,13.28,8.77,135296,99.331,81.8,27.4,13.9,8822267,162876.3,50805.2,152810.8,49309.5,4.9,0.6,0.492201566988849,-6.2871015854224,2.42538536088061,30.8,5.22655010223389,1.9983798142954,0.745028039648345,107.923639505579,1.56836605072021,1.45610499382019,0.884671747684479,1.5240364074707,1.85344958305359,1.39915668964386,10.34483242,7.27,41.703,58.297
"Austria",2019,18.7,81.3,50.2,31.1,1,1.46,397147.2,77286.8,196136.2,192837.8,55882,7022.6,3.13,0.6,70.6,106.98,109167,13.61,9.06,128645,99.412,82,27.8,14.1,8858775,167381.2,54071.2,156875.1,50164.6,4.5,0.6,0.47182568014208,-2.78770571216157,1.45052918393192,30.2,5.21750020980835,1.53089564152644,0.75035965749035,107.892514611522,1.521409034729,1.49224412441254,0.892080426216125,1.44640731811523,1.86225032806396,1.33687436580658,10.47507858,NA,41.485,58.515
"Austria",2020,18.7,81.3,50,31.3,1,1.44,380888.5,80448.4,180628.1,192334.8,52575.8,19938,3.2,-8,83,108.47,103565,18.9,9.26,125749,110.225,81.3,30.4,15.4,8901064,139830.9,56650.2,131015.7,52280.6,5.4,0.7,0.495871332169114,-2.68170465083015,-6.63299143662553,29.8,5.56900978088379,1.38191063351862,0.884127145088915,99.7082951791188,1.47778916358948,1.60626363754272,0.887528836727142,1.39522731304169,1.77016341686249,1.39443778991699,11.47426033,NA,41.252,58.748
"Austria",2021,18.5,81.5,49.8,31.8,0.96,1.48,405241.4,88281.4,192141.7,201615.4,57282.9,19894.5,3.26,-5.8,82.5,111.46,118511,17.01,10.42,124608,106.747,81.3,30.5,15,8932664,172487.1,54252.9,156648.3,66368.8,6.2,NA,NA,2.5718173654347,4.23786673253257,NA,4.98649978637695,2.7666666666667,0.873694846766333,110.984958052906,1.24299263954163,1.53002023696899,0.899418652057648,1.34041571617126,1.75251877307892,1.38676011562347,12.17357063,NA,41.005,58.995
"Austria",2022,18.6,81.4,48.8,32.5,0.94,NA,447217.6,92076.7,218882.9,217319.1,62696.5,13279.8,3.2,-3.5,78.4,121.07,NA,15.4,10.33,126233,105.514,81.1,32.2,NA,8978929,214865,62781.9,188522.1,86974.1,4.8,NA,NA,-0.299168199940313,4.80643020178459,NA,NA,8.5468699318845,0.772607157386914,123.685438704967,1.25861942768097,1.46545016765594,0.637995362281799,1.28319978713989,1.70585024356842,1.40876078605652,NA,NA,40.744,59.256
"Belgium",2000,42.3,57.7,33.8,23.8,2.36,1.67,256376.4,53942.1,131873.8,128563.6,34571.2,4859.4,1.94,-0.1,109.6,74.96,89388,16.82,9.02,145419,89.895,77.9,23.9,10.8,10239085,139535,46459.4,131127.7,47522.4,6.6,0.3,0.889839862788052,37.4753122979087,3.71667938420875,33.1,5.53273296356201,2.54451776190908,1.34121027642881,142.230135067034,1.44685900211334,1.65919423103333,1.12981116771698,1.15296983718872,1.3139340877533,1.36650443077087,7.99917603,6.72,2.871,97.129
"Belgium",2001,41.6,58.4,34,24.4,2.42,1.67,264334.9,56339.3,136204.5,135709.6,34657.1,5096,2.03,0.2,108.2,76.78,110410,18.21,8.3,146489,91.046,78.1,24.9,10.8,10263414,143121.2,46174.2,132281.4,47373.5,6.2,NA,0.912932429329414,37.2564694834172,1.09961888777849,NA,5.67605495452881,2.46925823086078,1.27650416647228,139.576839834619,NA,NA,NA,NA,NA,NA,8.14988899,6.62,2.81399999999999,97.186
"Belgium",2002,40.5,59.5,34.6,24.9,2.29,1.65,273255.9,60495.8,138275.3,141984.8,35825.1,5182,1.9,0,105.4,77.97,113857,18.04,8.08,147299,91.389,78.2,26.2,11,10309725,144898.9,48651.8,134860,43450,6.9,NA,0.898043845157997,7.01242443993657,1.70688458453354,NA,5.78968381881714,1.64521436175357,1.21571220776463,136.085149488081,1.45780158042908,1.91511082649231,1.26080238819122,1.25418055057526,1.34493565559387,1.37745249271393,8.3182106,6.54,2.759,97.241
"Belgium",2003,39.6,60.4,34.8,25.6,2.36,1.67,281200.2,63226.1,141292.6,144668.6,37332.4,5959.2,1.84,-1.9,101.7,79.16,112060,17.49,8.2,148010,92.29,78.3,26.5,11,10355844,146190.2,47940.6,136980.4,42085.2,7.7,0.3,0.926763428643077,10.8648744877518,1.03798254902905,28.1,5.89130210876465,1.5889639997038,1.21498815616525,132.715552833888,1.37511277198792,1.86878955364227,0.85823780298233,1.28162622451782,1.33109652996063,1.47829031944275,9.16443539,6.53,2.70399999999999,97.296
"Belgium",2004,37.8,62.2,35.4,26.8,2.33,1.72,296819.7,65885.7,146262.2,148850.7,39644.3,5951.2,1.82,-0.2,97.2,80.63,117236,16.52,8.84,148820,92.646,79,26.6,10.9,10396421,158709.3,51754.5,150305.1,45631.9,7.4,0.1,0.802525458448241,12.0521106747569,3.5712043433582,30.5,5.62933778762817,2.09728311239314,1.14927213880449,136.918405348432,1.36038255691528,1.85430920124054,0.709136724472046,1.34641647338867,1.31122982501984,1.44026613235474,9.32808685,6.48,2.65000000000001,97.35
"Belgium",2005,36.3,63.7,36.5,27.2,2.23,1.76,310037.6,68499.7,152567.8,153985.4,41641.5,7856.4,1.79,-2.7,95.1,82.67,132810,16.35,9.97,149625,94.458,79.1,27.1,10.9,10445852,171742.8,58561.9,164841,52948.7,8.5,0.2,0.799709683771016,8.72717720186463,2.32173705381926,29.3,5.79585981369019,2.78143263670022,1.09664118158572,144.529050669983,1.37716245651245,1.70650970935822,0.79377418756485,1.27136194705963,1.25764083862305,1.42076218128204,9.22374916,6.44,2.59699999999999,97.403
"Belgium",2006,35.7,64.3,36.4,27.9,2.08,1.8,325151.5,71334.3,159499,161393.2,43675,9116.3,1.82,0.2,91.5,84.6,137699,16.92,10.43,150493,94.176,79.5,27.7,10.8,10511382,188076.7,61655.9,179705.4,56883,8.3,0.2,0.860806881634535,14.4078713936676,2.55234994366351,28.1,5.62658596038818,1.7912077007046,1.05612306878486,149.567509299511,1.30128657817841,1.74316394329071,0.856375813484192,1.3299378156662,1.22459959983826,1.34239435195923,9.12963009,6.35,2.54600000000001,97.454
"Belgium",2007,34.8,65.2,37.1,28.1,2.13,1.82,343618.9,74276.3,167263.3,170105.6,45829.2,10392.6,1.85,0.1,87.3,86.13,146409,17.34,10.87,151325,94.337,79.9,28.3,10.4,10584534,199708.2,69351.6,189787.6,65063,7.5,0.2,0.824725873807637,20.5026740062328,3.67688113594973,29.2,5.51823377609253,1.82305630026808,1.09801876439276,152.468446875303,1.34741532802582,1.60233938694,0.757325053215027,1.42054414749146,1.31538724899292,1.36077105998993,9.13628769,6.27,2.495,97.505
"Belgium",2008,33.6,66.4,38,28.4,2.1,1.85,351743.1,79726.6,174880.8,179628.2,47026.5,11481.6,1.94,-1.1,93.2,90,NA,18.21,10.77,151832,95.711,79.8,29.4,11.1,10666866,210536.4,73955.6,209483,72642.5,7,0.1,0.816351649124526,36.8029204549977,0.446928735275904,28.4,6.33294010162354,4.48944420508401,1.22191451658895,161.088447790447,1.36263751983643,1.38118207454681,0.620571196079254,1.40567028522491,1.33520579338074,1.32498848438263,9.5951395,6.25,2.44499999999999,97.555
"Belgium",2009,32.4,67.6,38.1,29.4,2.12,1.84,346472.8,83818.4,174438.1,180905.7,46124.3,11846.8,2,-5.4,100.2,89.99,NA,18.65,9.74,152109,97.319,80.2,30,11.9,10753080,176155.1,62336,171563.1,59090.9,7.9,0.1,0.823019532382656,16.0070029161629,-2.02074306169408,28.6,6.45809984207153,-0.0531456741253769,1.1677684366565,135.406040531897,1.45200526714325,1.56746017932892,0.820824682712555,1.31022024154663,1.37714815139771,1.3466922044754,10.32117939,6.15,2.39700000000001,97.603
"Belgium",2010,32.6,67.4,36.7,30.7,1.97,1.86,363140.1,86182.9,183108.1,184711.1,49147.1,13914.2,2.06,-4.1,100.3,92.09,135281,16.02,9.86,153447,97.072,80.3,31,11.8,10839905,195513.1,79928.9,199326.6,69933.1,8.3,0.1,0.730206959401956,26.0669819962462,2.86429270764155,28.4,6.44259023666382,2.18929920422457,1.09048821653131,149.997673074386,1.47382998466492,1.65420985221863,0.810646176338196,1.28281509876251,1.41785252094269,1.36068689823151,10.2022934,6.12,2.349,97.651
"Belgium",2011,31.9,68.1,37.7,30.4,1.92,1.81,375967.8,90418.1,189961.2,193170.9,51240.7,15109.5,2.17,-4.3,103.5,95.18,147377,15.17,9.48,NA,96.071,80.7,31.4,12,11000638,211016,92380.1,224169.9,79598.4,7.2,0.2,0.69820660353758,31.265983348903,1.69451389861332,28.1,6.43199014663696,3.53208210722742,1.05221776971326,161.493723664633,1.51992893218994,1.72347581386566,0.95453542470932,1.23621690273285,1.43484890460968,1.32516324520111,10.36337948,6.05,2.30200000000001,97.698
"Belgium",2012,31.4,68.6,37.4,31.3,1.8,1.8,386174.7,93853.4,196616.2,199806,53991.2,15530,2.28,-4.3,104.8,97.68,129477,14.79,9.42,NA,96.948,80.5,32.5,11.9,11075889,213722.4,96779.4,229748.7,80510,7.6,0.2,0.625131338668873,2.38036960149692,0.739217283058679,27.5,6.25576496124268,2.83966343445899,1.0417564900031,160.746030229324,1.55911040306091,1.67117416858673,0.923599720001221,1.22217035293579,1.44880962371826,1.34942185878754,10.4796896,5.99,2.256,97.744
"Belgium",2013,30.4,69.6,38.1,31.5,1.82,1.76,392880,95520,202076.8,203605.8,54715.9,16048.3,2.33,-3.1,105.5,98.9,120078,13.58,9.08,NA,98.206,80.7,33.3,12.3,11137974,215783.5,95866,226531.2,81983.7,8.4,0.1,0.755736036517165,-5.68061237430678,0.459242192907709,27.7,6.63052988052368,1.1130959402754,1.00895947872124,157.850845041743,1.60430264472961,1.70255434513092,0.940082728862762,1.28374707698822,1.45678973197937,1.3730456829071,10.54895115,5.93,2.211,97.789
"Belgium",2014,29.5,70.5,37.8,32.6,1.83,1.74,403003.3,97663.4,204654.8,206201.2,55555.7,16390.9,2.37,-3.1,107,99.38,123158,13.38,9.51,NA,99.197,81.4,33.7,12.3,11180840,223912.1,97688.6,233537.3,84763.6,8.5,0.1,0.75518294507691,-2.84014749508768,1.57853314322614,28.1,6.59046983718872,0.340002833356922,0.970959791148112,158.783215919076,1.51295030117035,1.5182546377182,0.701269447803497,1.15288519859314,1.54862999916077,1.36636698246002,10.57526302,5.85,2.167,97.833
"Belgium",2015,28.7,71.3,38.7,32.7,1.7,1.7,416701.4,98404.4,209527.2,208127.9,56808.3,16685.7,2.43,-2.4,105.2,100,146626,12.55,9.35,NA,100,81.1,33.9,12.5,11237274,227192.3,97023.4,230835.6,87471.2,8.5,0.1,0.728515749869178,-4.22079695282357,2.04145900919961,27.7,6.4515700340271,0.561429152790065,0.909284202068915,154.192546509323,1.47469651699066,1.53023040294647,0.577092111110687,1.27396082878113,1.45646989345551,1.38745987415314,10.77388,5.83,2.124,97.876
"Belgium",2016,28.2,71.8,38.6,33.2,1.82,1.68,430085.3,100046.6,216088.3,211813,59728,16662.9,2.52,-2.4,105,101.77,123702,12.35,9.38,NA,100.432,81.5,33.7,12.3,11311117,236681.2,104933.9,244192,92287,7.8,0.1,0.676380531687127,12.0862954763607,1.26668640902095,27.6,6.46173000335693,1.97385264653181,0.89470623618152,157.66502598438,1.53148806095123,1.39854896068573,0.429606109857559,1.32856822013855,1.39430689811707,1.37702023983002,10.76264191,5.76,2.081,97.919
"Belgium",2017,27.2,72.8,37.1,35.6,1.83,1.65,445050.1,102506,224455.5,219220.5,61633.3,16885.1,2.67,-0.7,102,104.03,126703,12.25,9.33,NA,100.217,81.6,34.1,12.4,11351727,256905.6,113297.8,270838.5,94740.9,7.1,0.1,0.629137315117187,-7.41675753843461,1.6195802783878,27.4,6.42534017562866,2.12597086002607,0.883563446003045,165.32583634966,1.40388441085815,1.24059319496155,0.417606323957443,1.23327612876892,1.31977915763855,1.33848917484283,10.75165462,5.66,2.039,97.961
"Belgium",2018,26.3,73.7,37.7,36,1.8,1.62,460050.8,106462.5,233387,226486.8,63937.4,17593.4,2.86,-0.9,99.9,106.44,137860,11.66,9.41,NA,100.314,81.7,34.6,12.6,11398589,266993.8,115214.7,282023.5,101728.6,6,0.1,0.612355824223163,-7.65717995735734,1.79294519302076,27.2,6.38107013702393,2.05316499865186,0.891358084802809,166.494787097425,1.42942035198212,1.22472155094147,0.39363044500351,1.25903940200806,1.33861649036407,1.33021223545074,10.78789711,5.62,1.999,98.001
"Belgium",2019,25.9,74.1,38.1,36,1.79,1.6,478676.2,110290.6,240618.2,234631.9,66278.2,18573.1,3.16,-2,97.6,107.77,150006,12.5,9.84,NA,100.793,82.1,35.3,12.6,11455519,273572.9,120842.8,287981.3,103427.6,5.4,0.1,0.500538560239334,-3.98979364981819,2.24083533103139,27.2,6.33397006988525,1.43681956996429,0.888487292252087,164.166215073989,1.44899594783783,1.11346733570099,0.45831623673439,1.27653729915619,1.33622694015503,1.3083484172821,10.6635952,5.58,1.959,98.041
"Belgium",2020,25,75,37.4,37.6,1.85,1.55,460747.7,112444.9,222487.9,230313.9,62106.7,23438.7,3.4,-8.9,111.8,108.23,118683,20.55,9.22,NA,111.279,80.8,37.4,13.6,11522440,227571.7,134721.7,242183.5,110895.8,5.6,0.1,0.464469262585375,-4.62629703271134,-5.2607791859752,26,6.81232976913452,0.740791812220344,1.01451352391109,155.263433762122,1.44595634937286,1.07878303527832,0.521023035049438,1.34363579750061,1.3280041217804,1.27844524383545,11.06453228,NA,1.92100000000001,98.079
"Belgium",2021,22.7,77.3,37.6,39.7,1.89,1.6,507929.6,120442.5,242508,244418.6,69800.4,22770.6,3.43,-5.4,108,111.71,139743,17.28,9.8,NA,104.747,81.9,37.6,12.6,11554767,275882.4,170710.5,302569.5,135062.2,6.3,NA,NA,4.00114187918817,6.85099562281208,NA,6.23423337936401,2.44024851144084,1.05034404939086,174.084085668565,1.45552504062653,1.08703339099884,0.662566304206848,1.33185970783234,1.29238021373749,1.271479845047,NA,NA,1.883,98.117
"Belgium",2022,21.7,78.3,38,40.2,1.79,NA,554044.3,131843.2,274852.5,267744.6,72844.4,21764.4,3.43,-3.5,104.3,123.26,NA,13.06,9.55,NA,101.696,81.8,39.5,NA,11617623,325483.6,204911.3,353274.8,186146.4,5.6,NA,NA,1.67850150465927,3.00990255927714,NA,NA,9.597511728725,1.17973708133594,193.092158876104,1.49504864215851,1.22765874862671,0.575668811798096,1.25295519828796,1.34894239902496,1.29260873794556,NA,NA,1.84699999999999,98.153
"Bulgaria",2000,36,64,48.9,15.1,0.09,1.26,14440,2857,9543.1,5117.8,1969.2,143,0.5,0.1,70.7,54.08,NA,NA,NA,36977,91.476,71.6,3.9,NA,8190876,NA,NA,NA,NA,16.2,NA,3.28984455629017,7.56080761987916,4.58722685869408,NA,4.21983289718628,10.316262128999,2.65245576158903,77.7457041594489,-0.178624525666237,0.0379754789173603,0.377964615821838,0.199957489967346,-0.123777076601982,0.460498780012131,5.82970953,7.41,31.101,68.899
"Bulgaria",2001,33.5,66.5,48.8,17.7,0.1,1.21,15905.3,3080.6,10845.6,5669.2,2089.1,148.6,0.45,0.7,64.5,58.06,NA,NA,NA,36968,81.127,71.9,4.2,NA,8149468,NA,NA,NA,NA,19.9,NA,3.19042997135206,5.73162685921139,3.82370396508492,NA,3.38423991203308,7.36093927231844,2.86251954387639,79.0813687477668,NA,NA,NA,NA,NA,NA,6.85958815,7.2,30.834,69.166
"Bulgaria",2002,33.4,66.6,49.2,17.5,0.1,1.23,17478.3,3352,11861.3,6026.1,2160.6,147.2,0.46,-1.1,51,61.44,NA,NA,NA,18952,88.573,72.1,4.4,NA,7868815,NA,NA,NA,NA,18.1,NA,3.01717343296291,5.51519461491359,5.8719296097282,NA,3.38608002662659,5.81014365721825,2.77967655484011,75.2696110143524,-0.171931698918343,0.173596397042274,0.467512369155884,0.527679920196533,-0.0560499913990498,0.52853125333786,7.0809865,6.49,30.476,69.524
"Bulgaria",2003,34.1,65.9,48.2,17.7,0.11,1.26,18798.3,3780.5,12694.9,6508.4,2656.1,182.4,0.47,0,43.4,62.88,NA,NA,NA,18937,87.837,72.3,4.6,NA,7805506,NA,NA,NA,NA,13.8,NA,2.55793573983928,9.91625852839807,5.23715425251341,NA,3.99845004081726,2.34864169582755,2.69120147161229,79.0138853713575,-0.087321013212204,0.0336971394717693,0.173525497317314,0.668375253677368,-0.171991765499115,0.545891940593719,7.19987392,6.29,30.121,69.879
"Bulgaria",2004,34,66,48.1,17.9,0.12,1.33,21093.2,4084,14324.7,7088.8,3316.8,199.3,0.47,1.8,35.7,66.75,NA,NA,NA,18945,82.509,72.5,4.7,NA,7745147,NA,NA,NA,NA,12.1,NA,2.53444912704627,11.7462386509689,6.510425672373,NA,2.31995010375977,6.14713074246273,2.3737116819405,93.063897964183,0.0682040601968765,0.0787450447678566,0.00363073358312249,0.707843780517578,-0.118167765438557,0.5696901679039,6.89090872,6.13,29.767,70.233
"Bulgaria",2005,33.4,66.6,48.8,17.8,0.13,1.37,24039.9,4364.1,16440.1,8029.1,3862.3,177.9,0.44,1.6,26.6,70.78,NA,NA,NA,18957,78.536,72.5,5.1,7.3,7688573,NA,NA,NA,NA,10.1,NA,2.58920733092933,13.7204790059912,7.0563496005182,NA,4.10879993438721,5.03883807111902,2.23535026726367,99.7142112127381,0.0187454242259264,0.134381100535393,0.14727059006691,0.657545506954193,-0.108557619154453,0.594892740249634,6.89011478,6.41,29.416,70.584
"Bulgaria",2006,30.6,69.4,51.3,18.2,0.14,1.44,27410,4974.1,18249.7,8900.3,4553.6,191.1,0.44,2.7,20.9,76.02,NA,NA,NA,18979,79.329,72.7,5.1,7,7629371,8061.6,4815,9608.6,7952.8,9,5.8,2.22576762273773,22.9038783511231,6.80258960222969,35.7,3.90346002578735,7.26159462769944,2.08176190777138,111.04746275381,-0.11058596521616,-0.130292177200317,0.394421190023422,0.616540431976318,-0.108846172690392,0.577117204666138,6.52544546,6.28,29.068,70.932
